state,pollster,start_date,end_date,sample_size,population,candidate_name,pct,party,methodology,outcome,predicted_prob,predicted_winner
Wisconsin,AtlasIntel,2024-09-20,9/25/24,1077,lv,Donald Trump,49.6,REP,Online Ad,0,0.4556806780039779,REP
Wisconsin,AtlasIntel,2024-09-20,9/25/24,1077,lv,Kamala Harris,48.2,DEM,Online Ad,1,0.46730020436132325,REP
Wisconsin,AtlasIntel,2024-09-20,9/25/24,1077,lv,Donald Trump,49.7,REP,Online Ad,0,0.45485240391093656,REP
North Carolina,AtlasIntel,2024-09-20,9/25/24,1173,lv,Kamala Harris,50.8,DEM,Online Ad,1,0.4456912175737592,REP
North Carolina,AtlasIntel,2024-09-20,9/25/24,1173,lv,Donald Trump,47.3,REP,Online Ad,0,0.4747212046325626,REP
North Carolina,AtlasIntel,2024-09-20,9/25/24,1173,lv,Kamala Harris,50.5,DEM,Online Ad,1,0.4481678652845375,REP
North Carolina,AtlasIntel,2024-09-20,9/25/24,1173,lv,Donald Trump,48.1,REP,Online Ad,0,0.46806351055961143,REP
Georgia,AtlasIntel,2024-09-20,9/25/24,1200,lv,Kamala Harris,49,DEM,Online Ad,1,0.46056815850607025,REP
Georgia,AtlasIntel,2024-09-20,9/25/24,1200,lv,Donald Trump,49.3,REP,Online Ad,0,0.4580798687237754,REP
Georgia,AtlasIntel,2024-09-20,9/25/24,1200,lv,Kamala Harris,49,DEM,Online Ad,1,0.46056815850607025,REP
Georgia,AtlasIntel,2024-09-20,9/25/24,1200,lv,Donald Trump,49.6,REP,Online Ad,0,0.4555936683012642,REP
Arizona,Morning Consult,2024-09-19,9/25/24,977,rv,Kamala Harris,49,DEM,Online Panel,1,0.4607261745530885,REP
Arizona,Morning Consult,2024-09-19,9/25/24,977,rv,Donald Trump,46,REP,Online Panel,0,0.48569773423344653,REP
Arizona,Morning Consult,2024-09-19,9/25/24,977,rv,Kamala Harris,50,DEM,Online Panel,1,0.4524397529207117,REP
Arizona,Morning Consult,2024-09-19,9/25/24,977,rv,Donald Trump,47,REP,Online Panel,0,0.4773597482124271,REP
Arizona,Morning Consult,2024-09-19,9/25/24,926,lv,Kamala Harris,49,DEM,Online Panel,1,0.46076231386245475,REP
Arizona,Morning Consult,2024-09-19,9/25/24,926,lv,Donald Trump,46,REP,Online Panel,0,0.48573406801150293,REP
Arizona,Morning Consult,2024-09-19,9/25/24,926,lv,Kamala Harris,50,DEM,Online Panel,1,0.4524757876125253,REP
Arizona,Morning Consult,2024-09-19,9/25/24,926,lv,Donald Trump,47,REP,Online Panel,0,0.4773960372308138,REP
Georgia,Morning Consult,2024-09-19,9/25/24,989,rv,Kamala Harris,48,DEM,Online Panel,1,0.46902583768163625,REP
Georgia,Morning Consult,2024-09-19,9/25/24,989,rv,Donald Trump,47,REP,Online Panel,0,0.477351209654586,REP
Georgia,Morning Consult,2024-09-19,9/25/24,989,rv,Kamala Harris,48,DEM,Online Panel,1,0.46902583768163625,REP
Georgia,Morning Consult,2024-09-19,9/25/24,989,rv,Donald Trump,47,REP,Online Panel,0,0.477351209654586,REP
Georgia,Morning Consult,2024-09-19,9/25/24,913,lv,Kamala Harris,48,DEM,Online Panel,1,0.4690798187688935,REP
Georgia,Morning Consult,2024-09-19,9/25/24,913,lv,Donald Trump,48,REP,Online Panel,0,0.4690798187688935,REP
Georgia,Morning Consult,2024-09-19,9/25/24,913,lv,Kamala Harris,49,DEM,Online Panel,1,0.4607715259092657,REP
Georgia,Morning Consult,2024-09-19,9/25/24,913,lv,Donald Trump,49,REP,Online Panel,0,0.4607715259092657,REP
Michigan,Morning Consult,2024-09-19,9/25/24,894,rv,Kamala Harris,49,DEM,Online Panel,1,0.4607849897181906,REP
Michigan,Morning Consult,2024-09-19,9/25/24,894,rv,Donald Trump,45,REP,Online Panel,0,0.4941028603818311,REP
Michigan,Morning Consult,2024-09-19,9/25/24,894,rv,Kamala Harris,49,DEM,Online Panel,1,0.4607849897181906,REP
Michigan,Morning Consult,2024-09-19,9/25/24,894,rv,Donald Trump,47,REP,Online Panel,0,0.4774188069328378,REP
Michigan,Morning Consult,2024-09-19,9/25/24,800,lv,Kamala Harris,50,DEM,Online Panel,1,0.45256481663323617,REP
Michigan,Morning Consult,2024-09-19,9/25/24,800,lv,Donald Trump,46,REP,Online Panel,0,0.48582383446176497,REP
Michigan,Morning Consult,2024-09-19,9/25/24,800,lv,Kamala Harris,50,DEM,Online Panel,1,0.45256481663323617,REP
Michigan,Morning Consult,2024-09-19,9/25/24,800,lv,Donald Trump,47,REP,Online Panel,0,0.47748569347494196,REP
Nevada,Morning Consult,2024-09-19,9/25/24,574,rv,Kamala Harris,46,DEM,Online Panel,1,0.4859848464141391,REP
Nevada,Morning Consult,2024-09-19,9/25/24,574,rv,Donald Trump,44,REP,Online Panel,0,0.502680299759843,DEM
Nevada,Morning Consult,2024-09-19,9/25/24,574,rv,Kamala Harris,49,DEM,Online Panel,1,0.4610117571874519,REP
Nevada,Morning Consult,2024-09-19,9/25/24,574,rv,Donald Trump,45,REP,Online Panel,0,0.49433099271521663,REP
Nevada,Morning Consult,2024-09-19,9/25/24,516,lv,Kamala Harris,50,DEM,Online Panel,1,0.4527654963418213,REP
Nevada,Morning Consult,2024-09-19,9/25/24,516,lv,Donald Trump,44,REP,Online Panel,0,0.5027216530714251,DEM
Nevada,Morning Consult,2024-09-19,9/25/24,516,lv,Kamala Harris,52,DEM,Online Panel,1,0.4362735401801133,REP
Nevada,Morning Consult,2024-09-19,9/25/24,516,lv,Donald Trump,45,REP,Online Panel,0,0.4943723419561266,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,889,rv,Kamala Harris,48,DEM,Online Panel,1,0.4690968655784145,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,889,rv,Donald Trump,46,REP,Online Panel,0,0.4857604279056715,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,889,rv,Kamala Harris,50,DEM,Online Panel,1,0.4525019307399988,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,889,rv,Donald Trump,47,REP,Online Panel,0,0.4774223647072592,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,828,lv,Kamala Harris,49,DEM,Online Panel,1,0.4608317591831586,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,828,lv,Donald Trump,47,REP,Online Panel,0,0.47746576973955807,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,828,lv,Kamala Harris,50,DEM,Online Panel,1,0.4525450321439086,REP
North Carolina,Morning Consult,2024-09-19,9/25/24,828,lv,Donald Trump,48,REP,Online Panel,0,0.4691401932104487,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,993,rv,Kamala Harris,50,DEM,Online Panel,1,0.45242844802208143,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,993,rv,Donald Trump,44,REP,Online Panel,0,0.5023815566786213,DEM
Pennsylvania,Morning Consult,2024-09-19,9/25/24,993,rv,Kamala Harris,49,DEM,Online Panel,1,0.460714836815611,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,993,rv,Donald Trump,46,REP,Online Panel,0,0.4856863354322496,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,924,lv,Kamala Harris,51,DEM,Online Panel,1,0.44421693072043456,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,924,lv,Donald Trump,45,REP,Online Panel,0,0.4940814731000037,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,924,lv,Kamala Harris,51,DEM,Online Panel,1,0.44421693072043456,REP
Pennsylvania,Morning Consult,2024-09-19,9/25/24,924,lv,Donald Trump,46,REP,Online Panel,0,0.48573549286861945,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,849,rv,Kamala Harris,49,DEM,Online Panel,1,0.4608168779149139,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,849,rv,Donald Trump,47,REP,Online Panel,0,0.4774508269850738,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,849,rv,Kamala Harris,50,DEM,Online Panel,1,0.4525301938753147,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,849,rv,Donald Trump,48,REP,Online Panel,0,0.46912527708785856,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,785,lv,Kamala Harris,50,DEM,Online Panel,1,0.4525754155284656,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,785,lv,Donald Trump,47,REP,Online Panel,0,0.4774963669340864,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,785,lv,Kamala Harris,51,DEM,Online Panel,1,0.4443148075253227,REP
Wisconsin,Morning Consult,2024-09-19,9/25/24,785,lv,Donald Trump,48,REP,Online Panel,0,0.46917073591919384,REP
Arizona,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Kamala Harris,50,DEM,Online Panel/Text-to-Web,1,0.4528411085280295,REP
Arizona,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Donald Trump,47,REP,Online Panel/Text-to-Web,0,0.4777639216652762,REP
Arizona,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Kamala Harris,50,DEM,Online Panel/Text-to-Web,1,0.4528411085280295,REP
Arizona,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Donald Trump,48,REP,Online Panel/Text-to-Web,0,0.46943781686107455,REP
Georgia,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Kamala Harris,47,DEM,Online Panel/Text-to-Web,1,0.47776249846792096,REP
Georgia,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Donald Trump,48,REP,Online Panel/Text-to-Web,0,0.46943639617131827,REP
Georgia,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Kamala Harris,47,DEM,Online Panel/Text-to-Web,1,0.47776249846792096,REP
Georgia,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Donald Trump,49,REP,Online Panel/Text-to-Web,0,0.46112727307690454,REP
Michigan,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,416,lv,Kamala Harris,49,DEM,Online Panel/Text-to-Web,1,0.4611237295825791,REP
Michigan,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,416,lv,Donald Trump,46,REP,Online Panel/Text-to-Web,0,0.48609741402214024,REP
Michigan,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,416,lv,Kamala Harris,51,DEM,Online Panel/Text-to-Web,1,0.44457465969903437,REP
Michigan,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,416,lv,Donald Trump,48,REP,Online Panel/Text-to-Web,0,0.4694328444490949,REP
Nevada,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Kamala Harris,48,DEM,Online Panel/Text-to-Web,1,0.46943781686107455,REP
Nevada,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Donald Trump,47,REP,Online Panel/Text-to-Web,0,0.4777639216652762,REP
Nevada,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Kamala Harris,48,DEM,Online Panel/Text-to-Web,1,0.46943781686107455,REP
Nevada,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,409,lv,Donald Trump,47,REP,Online Panel/Text-to-Web,0,0.4777639216652762,REP
North Carolina,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Kamala Harris,49,DEM,Online Panel/Text-to-Web,1,0.46112727307690454,REP
North Carolina,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Donald Trump,46,REP,Online Panel/Text-to-Web,0,0.4861009763112996,REP
North Carolina,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Kamala Harris,49,DEM,Online Panel/Text-to-Web,1,0.46112727307690454,REP
North Carolina,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Donald Trump,49,REP,Online Panel/Text-to-Web,0,0.46112727307690454,REP
Pennsylvania,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,474,lv,Kamala Harris,49,DEM,Online Panel/Text-to-Web,1,0.4610826253356194,REP
Pennsylvania,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,474,lv,Donald Trump,47,REP,Online Panel/Text-to-Web,0,0.47771766793616194,REP
Pennsylvania,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,474,lv,Kamala Harris,50,DEM,Online Panel/Text-to-Web,1,0.45279517563185395,REP
Pennsylvania,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,474,lv,Donald Trump,49,REP,Online Panel/Text-to-Web,0,0.4610826253356194,REP
Wisconsin,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Kamala Harris,48,DEM,Online Panel/Text-to-Web,1,0.46943639617131827,REP
Wisconsin,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Donald Trump,46,REP,Online Panel/Text-to-Web,0,0.4861009763112996,REP
Wisconsin,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Kamala Harris,49,DEM,Online Panel/Text-to-Web,1,0.46112727307690454,REP
Wisconsin,Benenson Strategy Group/GS Strategy Group,2024-09-19,9/25/24,411,lv,Donald Trump,47,REP,Online Panel/Text-to-Web,0,0.47776249846792096,REP
Virginia,Virginia Commonwealth U.,2024-09-16,9/25/24,832,a,Kamala Harris,43,DEM,Live Phone/Text-to-Web,1,0.5108442439605069,DEM
Virginia,Virginia Commonwealth U.,2024-09-16,9/25/24,832,a,Donald Trump,37,REP,Live Phone/Text-to-Web,0,0.5606433817973342,DEM
Virginia,Virginia Commonwealth U.,2024-09-16,9/25/24,762,rv,Kamala Harris,47.4,DEM,Live Phone/Text-to-Web,1,0.4741807087308209,REP
Virginia,Virginia Commonwealth U.,2024-09-16,9/25/24,762,rv,Donald Trump,36.6,REP,Live Phone/Text-to-Web,0,0.5639804628945263,DEM
California,USC Dornsife/CSU Long Beach/Cal Poly Pomona,2024-09-12,9/25/24,1685,lv,Kamala Harris,57.7,DEM,Email,1,0.3893598017227679,REP
California,USC Dornsife/CSU Long Beach/Cal Poly Pomona,2024-09-12,9/25/24,1685,lv,Donald Trump,35.5,REP,Email,0,0.5723482068397301,DEM
Pennsylvania,ActiVote,2024-09-01,9/25/24,400,lv,Kamala Harris,51.6,DEM,App Panel,1,0.43964337020002636,REP
Pennsylvania,ActiVote,2024-09-01,9/25/24,400,lv,Donald Trump,48.4,REP,App Panel,0,0.4661182598568107,REP
Texas,Emerson,2024-09-22,9/24/24,950,lv,Kamala Harris,46.7,DEM,Online Panel/Text-to-Web,1,0.4798792514017276,REP
Texas,Emerson,2024-09-22,9/24/24,950,lv,Donald Trump,52.3,REP,Online Panel/Text-to-Web,0,0.4335069520186813,REP
Virginia,Emerson,2024-09-22,9/24/24,860,lv,Kamala Harris,52.7,DEM,Online Panel/Text-to-Web,1,0.43029207049567614,REP
Virginia,Emerson,2024-09-22,9/24/24,860,lv,Donald Trump,46.2,REP,Online Panel/Text-to-Web,0,0.48411268842807154,REP
Georgia,YouGov,2024-09-20,9/24/24,1441,lv,Kamala Harris,49,DEM,Online Panel,1,0.4603973967124153,REP
Georgia,YouGov,2024-09-20,9/24/24,1441,lv,Donald Trump,51,REP,Online Panel,0,0.4438529233904285,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.4773284402317381,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Donald Trump,49,REP,Live Phone/Text-to-Web,0,0.46069499587284596,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,764,lv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.4775113098114122,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,764,lv,Donald Trump,50,REP,Live Phone/Text-to-Web,0,0.45259025405403674,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Kamala Harris,48,DEM,Live Phone/Text-to-Web,1,0.46900310901956577,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Donald Trump,50,REP,Live Phone/Text-to-Web,0,0.45240866456758766,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,764,lv,Kamala Harris,48,DEM,Live Phone/Text-to-Web,1,0.4691856522097423,REP
Arizona,Beacon/Shaw,2024-09-20,9/24/24,764,lv,Donald Trump,51,REP,Live Phone/Text-to-Web,0,0.44432959504444763,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,1006,rv,Kamala Harris,49,DEM,Live Phone/Text-to-Web,1,0.46070562493384154,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,1006,rv,Donald Trump,47,REP,Live Phone/Text-to-Web,0,0.47733911338697166,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,707,lv,Kamala Harris,50,DEM,Live Phone/Text-to-Web,1,0.45263053047672164,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,707,lv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.4692261395615482,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,1006,rv,Kamala Harris,51,DEM,Live Phone/Text-to-Web,1,0.44415919247667957,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,1006,rv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.46901376306390535,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,707,lv,Kamala Harris,51,DEM,Live Phone/Text-to-Web,1,0.44436973309336475,REP
Georgia,Beacon/Shaw,2024-09-20,9/24/24,707,lv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.4692261395615482,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,787,lv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.47749494380501284,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,787,lv,Donald Trump,49,REP,Live Phone/Text-to-Web,0,0.46086081328902984,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,991,rv,Kamala Harris,48,DEM,Live Phone/Text-to-Web,1,0.4690244171364912,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,991,rv,Donald Trump,47,REP,Live Phone/Text-to-Web,0,0.4773497865628992,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,787,lv,Kamala Harris,49,DEM,Live Phone/Text-to-Web,1,0.46086081328902984,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,787,lv,Donald Trump,50,REP,Live Phone/Text-to-Web,0,0.45257400233994993,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,991,rv,Kamala Harris,50,DEM,Live Phone/Text-to-Web,1,0.45242986113172623,REP
North Carolina,Beacon/Shaw,2024-09-20,9/24/24,991,rv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.4690244171364912,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,775,lv,Kamala Harris,47,DEM,Live Phone/Text-to-Web,1,0.4775034825849339,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,775,lv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.46917783890782483,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Kamala Harris,48,DEM,Live Phone/Text-to-Web,1,0.46900310901956577,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Donald Trump,46,REP,Live Phone/Text-to-Web,0,0.48566638756599284,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,775,lv,Kamala Harris,49,DEM,Live Phone/Text-to-Web,1,0.46086931698009076,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,775,lv,Donald Trump,49,REP,Live Phone/Text-to-Web,0,0.46086931698009076,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Kamala Harris,50,DEM,Live Phone/Text-to-Web,1,0.45240866456758766,REP
Pennsylvania,Beacon/Shaw,2024-09-20,9/24/24,1021,rv,Donald Trump,48,REP,Live Phone/Text-to-Web,0,0.46900310901956577,REP
Arizona,Marist,2024-09-19,9/24/24,1416,rv,Kamala Harris,48,DEM,Live Phone/Online Panel/Text-to-Web,1,0.4687225627168718,REP
Arizona,Marist,2024-09-19,9/24/24,1416,rv,Donald Trump,50,REP,Live Phone/Online Panel/Text-to-Web,0,0.45212959260110197,REP
Arizona,Marist,2024-09-19,9/24/24,1264,lv,Kamala Harris,49,DEM,Live Phone/Online Panel/Text-to-Web,1,0.46052281007148227,REP
Arizona,Marist,2024-09-19,9/24/24,1264,lv,Donald Trump,50,REP,Live Phone/Online Panel/Text-to-Web,0,0.45223697876665603,REP
North Carolina,Marist,2024-09-19,9/24/24,1507,rv,Kamala Harris,49,DEM,Live Phone/Online Panel/Text-to-Web,1,0.46035063369168044,REP
North Carolina,Marist,2024-09-19,9/24/24,1507,rv,Donald Trump,48,REP,Live Phone/Online Panel/Text-to-Web,0,0.4686579333262062,REP
North Carolina,Marist,2024-09-19,9/24/24,1348,lv,Kamala Harris,49,DEM,Live Phone/Online Panel/Text-to-Web,1,0.4604632912429966,REP
North Carolina,Marist,2024-09-19,9/24/24,1348,lv,Donald Trump,49,REP,Live Phone/Online Panel/Text-to-Web,0,0.4604632912429966,REP
Georgia,Marist,2024-09-19,9/24/24,1420,rv,Kamala Harris,49,DEM,Live Phone/Online Panel/Text-to-Web,1,0.4604122760016259,REP
Georgia,Marist,2024-09-19,9/24/24,1420,rv,Donald Trump,48,REP,Live Phone/Online Panel/Text-to-Web,0,0.4687197218424717,REP
Georgia,Marist,2024-09-19,9/24/24,1220,lv,Kamala Harris,49,DEM,Live Phone/Online Panel/Text-to-Web,1,0.46055398705010214,REP
Georgia,Marist,2024-09-19,9/24/24,1220,lv,Donald Trump,50,REP,Live Phone/Online Panel/Text-to-Web,0,0.4522680650660492,REP
Arizona,Suffolk,2024-09-19,9/24/24,500,lv,Kamala Harris,42.4,DEM,Live Phone,1,0.5160868549377794,DEM
Arizona,Suffolk,2024-09-19,9/24/24,500,lv,Donald Trump,48.4,REP,Live Phone,0,0.46604728705517257,REP
Pennsylvania,Fabrizio/Impact,2024-09-17,9/24/24,600,lv,Kamala Harris,49,DEM,Live Phone/Text-to-Web,1,0.460993331726968,REP
Pennsylvania,Fabrizio/Impact,2024-09-17,9/24/24,600,lv,Donald Trump,47,REP,Live Phone/Text-to-Web,0,0.47762800795027344,REP
Pennsylvania,Fabrizio/Impact,2024-09-17,9/24/24,600,lv,Kamala Harris,50,DEM,Live Phone/Text-to-Web,1,0.4527061387695114,REP
Pennsylvania,Fabrizio/Impact,2024-09-17,9/24/24,600,lv,Donald Trump,47,REP,Live Phone/Text-to-Web,0,0.47762800795027344,REP
Texas,ActiVote,2024-09-07,9/24/24,400,lv,Kamala Harris,45.7,DEM,App Panel,1,0.4886120801066864,REP
Texas,ActiVote,2024-09-07,9/24/24,400,lv,Donald Trump,54.3,REP,App Panel,0,0.41756315392890825,REP
Florida,Bullfinch,2024-09-20,9/23/24,600,rv,Kamala Harris,47,DEM,Online Panel,1,0.47762800795027344,REP
Florida,Bullfinch,2024-09-20,9/23/24,600,rv,Donald Trump,48,REP,Online Panel,0,0.46930214322780345,REP
Georgia,Bullfinch,2024-09-20,9/23/24,600,rv,Kamala Harris,49,DEM,Online Panel,1,0.460993331726968,REP
Georgia,Bullfinch,2024-09-20,9/23/24,600,rv,Donald Trump,47,REP,Online Panel,0,0.47762800795027344,REP
North Carolina,Bullfinch,2024-09-20,9/23/24,600,rv,Kamala Harris,49,DEM,Online Panel,1,0.460993331726968,REP
North Carolina,Bullfinch,2024-09-20,9/23/24,600,rv,Donald Trump,48,REP,Online Panel,0,0.46930214322780345,REP
Nebraska,SurveyUSA,2024-09-20,9/23/24,558,lv,Kamala Harris,40,DEM,IVR/Online Panel/Text-to-Web,1,0.5360274906241631,DEM
Nebraska,SurveyUSA,2024-09-20,9/23/24,558,lv,Donald Trump,56,REP,IVR/Online Panel/Text-to-Web,0,0.40371424412425216,REP
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,lv,Kamala Harris,63,DEM,Live Phone/Text-to-Web,1,0.3486234166552958,REP
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,lv,Donald Trump,31,REP,Live Phone/Text-to-Web,0,0.6091284187019154,DEM
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,lv,Kamala Harris,64,DEM,Live Phone/Text-to-Web,1,0.3410780076066095,REP
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,lv,Donald Trump,32,REP,Live Phone/Text-to-Web,0,0.60114824021203,DEM
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,rv,Kamala Harris,61,DEM,Live Phone/Text-to-Web,1,0.363941121587755,REP
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,rv,Donald Trump,31,REP,Live Phone/Text-to-Web,0,0.6091284187019154,DEM
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,rv,Kamala Harris,62,DEM,Live Phone/Text-to-Web,1,0.3562455011917631,REP
Maryland,University of Maryland/Washington Post,2024-09-19,9/23/24,1012,rv,Donald Trump,32,REP,Live Phone/Text-to-Web,0,0.60114824021203,DEM
Wisconsin,RMG Research,2024-09-17,9/23/24,788,lv,Kamala Harris,50,DEM,Online Panel,1,0.4525732957459788,REP
Wisconsin,RMG Research,2024-09-17,9/23/24,788,lv,Donald Trump,49,REP,Online Panel,0,0.46086010464913635,REP
Arizona,Siena/NYT,2024-09-17,9/21/24,713,rv,Kamala Harris,45,DEM,Live Phone,1,0.4942318974373264,REP
Arizona,Siena/NYT,2024-09-17,9/21/24,713,rv,Donald Trump,49,REP,Live Phone,0,0.4609132530799771,REP
Arizona,Siena/NYT,2024-09-17,9/21/24,713,lv,Kamala Harris,45,DEM,Live Phone,1,0.4942318974373264,REP
Arizona,Siena/NYT,2024-09-17,9/21/24,713,lv,Donald Trump,50,REP,Live Phone,0,0.4526262908240606,REP
Arizona,Siena/NYT,2024-09-17,9/21/24,713,rv,Kamala Harris,42,DEM,Live Phone,1,0.5192708179942535,DEM
Arizona,Siena/NYT,2024-09-17,9/21/24,713,rv,Donald Trump,47,REP,Live Phone,0,0.47754759982387934,REP
Arizona,Siena/NYT,2024-09-17,9/21/24,713,lv,Kamala Harris,43,DEM,Live Phone,1,0.5109290517994021,DEM
Arizona,Siena/NYT,2024-09-17,9/21/24,713,lv,Donald Trump,48,REP,Live Phone,0,0.46922187771595636,REP
Georgia,Siena/NYT,2024-09-17,9/21/24,682,rv,Kamala Harris,44,DEM,Live Phone,1,0.5026032969444447,DEM
Georgia,Siena/NYT,2024-09-17,9/21/24,682,rv,Donald Trump,48,REP,Live Phone,0,0.4692438972998225,REP
Georgia,Siena/NYT,2024-09-17,9/21/24,682,lv,Kamala Harris,45,DEM,Live Phone,1,0.4942539977840524,REP
Georgia,Siena/NYT,2024-09-17,9/21/24,682,lv,Donald Trump,49,REP,Live Phone,0,0.46093522135771425,REP
Georgia,Siena/NYT,2024-09-17,9/21/24,682,rv,Kamala Harris,43,DEM,Live Phone,1,0.5109511444946725,DEM
Georgia,Siena/NYT,2024-09-17,9/21/24,682,rv,Donald Trump,46,REP,Live Phone,0,0.48590790228431596,REP
Georgia,Siena/NYT,2024-09-17,9/21/24,682,lv,Kamala Harris,44,DEM,Live Phone,1,0.5026032969444447,DEM
Georgia,Siena/NYT,2024-09-17,9/21/24,682,lv,Donald Trump,47,REP,Live Phone,0,0.47756965857476025,REP
